FEN,Move
8/1b1r2k1/p2N2p1/2n5/3R4/2P1K3/P7/8 b - - 2 42,d7e7
2kr4/ppp2p2/4B2p/4R3/2Pr4/8/PPQ2PqP/1K2R3 b - - 0 20,f7e6
1k1r1rn1/p7/BppNQn1p/6pq/4P3/5P2/PPP2P1P/2KR2R1 w - - 4 22,d6f7
r2q1rk1/1pp2pb1/p1n1b1pp/3BP3/8/2N1PN1P/PP1Q2P1/2KR3R w - - 1 16,d5c6
r2qk2r/1pp1bppp/p1p1bn2/4N3/4P3/2N5/PPPP1PPP/R1BQ1RK1 w kq - 3 8,d2d4
2k3nr/pp3p2/8/6K1/8/2Pr3p/PP6/8 w - - 0 33,b2b3
3r2k1/5rpp/1N1p4/8/8/P6P/1PPR4/1K1R4 b - - 2 34,h7h5
3r4/pp3kpp/8/5p2/1P2p3/3bK1B1/P2R2PP/8 w - - 0 28,e3f4
rnbq1rk1/pp3ppp/4p3/8/3P4/2NB4/PP1Q1PPP/R3K2R b KQ - 3 12,b8c6
4N2k/3Q1p2/6pp/2q1p3/8/5P2/3p2PP/6K1 w - - 2 40,g1f1
4k3/4b3/8/1p1P2p1/P3Ppq1/8/PB1N1P2/1KR5 b - - 0 47,g4e2
8/8/8/pk6/8/K1r5/8/8 w - - 6 67,a3b2
4rrk1/1p4pp/p1p5/2Q2pq1/4nnB1/P7/1PP2PPP/R3R1K1 b - - 1 21,e4c5
6k1/1pp1n3/3p4/p4r2/2P5/PP4K1/5R2/8 w - - 0 35,f2f5
r2qk2r/pbp2pbp/1p2p3/4Pp2/2PP4/1N3N2/PP4PP/R4QK1 w kq - 1 16,d4d5
3rr1k1/pp3ppp/2p2n2/5b2/P1PqpP2/2Q2P2/3BB1PP/R4R1K w - - 4 19,c3d4
r4rk1/pppq1pp1/2p2nbp/4p3/4P3/2NPRN1P/PPPQ1PP1/R5K1 w - - 3 13,f3e5
8/2p3k1/2p2pp1/p1q1p2p/1pP1P2P/1P2PPP1/P1Q1K3/3r4 w - - 0 34,c2d1
r1b4r/ppp2kpp/2n5/2b1p2Q/8/2N5/PPPP1PqP/R1B1KR2 b Q - 3 10,g7g6
r4r2/pp2k2p/2pq1nbB/4p3/2B1P3/2P2Q2/P1P3PP/R4R1K w - - 1 21,h6g5
rnb2rk1/pp4pp/2P5/8/1Q2p3/4P3/PB2B1qP/RN2KR2 b Q - 1 15,f8f1
8/3k1ppp/8/1R1p4/p7/P1P5/6PP/7K w - - 2 35,b5b7
Q4b1r/p1pbkpp1/8/4p1q1/7p/2NP4/PPP2PPP/R1B1K2R w KQ - 0 13,c1g5
8/7R/4k3/1r3p1p/1p2pK2/4P2P/8/8 b - - 3 45,b4b3
8/p2k4/1p2p3/5pp1/2P2p1P/5P2/P4P2/7K b - - 0 29,g5h4
r2qk2r/ppp1b1pp/2n1b3/3Npp2/8/3P2P1/PPPN1PBP/R1BQK2R b KQkq - 0 9,e6d5
rn1q1rk1/pp3ppp/2pb1nb1/6B1/2BP2P1/2N2N1P/PP3P2/R2Q1RK1 w - - 0 13,f3e5
r3k2r/ppb2ppp/2pqp1b1/3n2B1/2BPQ3/2P2NPP/PP3P2/R4RK1 w kq - 3 18,e4e2
1k6/p7/1p2pp1p/2p3b1/6P1/P1N3P1/KPP5/6r1 b - - 3 36,g1g3
r1b3Q1/ppp1kn2/3p3R/5p2/4PP2/8/PPPP4/RNB1KBN1 w Q - 0 17,b1c3
2kr3b/pppbqp2/5np1/1N1p4/3N4/4PB2/PPPQ1PP1/2KR4 b - - 1 17,a7a6
6Q1/8/8/1Q1R4/4k2K/8/1P6/8 w - - 1 56,h4h5
rnb1kb1r/pppp1ppp/4pq2/8/3PnB2/P3PN2/1PP2PPP/RN1QKB1R b KQkq - 0 5,f8d6
3r3r/ppp2kp1/2n4p/3qpb2/8/P1B2N1P/1Pp1QPP1/R4RK1 b - - 1 18,f5d3
rnbqr3/1pp2pkp/4pnp1/p3N3/3P4/2N4P/PPPQ1PP1/2KR1B1R b - - 1 12,b8d7
r4rk1/pp3p1p/2p3p1/4PQ2/3P1B1N/n1P4P/P4KP1/R4R2 w - - 0 21,f5f6
rr2n1k1/3qb1Pp/4p1p1/8/3Np3/Pp1bBP2/1P1QN3/1K1R3R w - - 1 25,d2d3
r2qkb1r/1ppn1pp1/p3pnp1/3p4/3P2P1/2N1P2P/PPP2PB1/R1BQK2R w KQkq - 0 10,e3e4
1k1r3r/ppp3pp/3b1n2/1P1p4/Pq5P/3Q4/2PBP3/RN2K2R b KQ - 4 20,b4g4
r3r2b/pb3k1p/n4PpB/3pP3/2pP4/1P4Q1/6RP/6RK w - - 1 36,g3h4
rn2kb1r/pp5p/6p1/1b3p2/2p1p2q/3nP2P/3PNPB1/RN1Q1K1R b kq - 5 16,h4f2
rnbqkb1r/pp2ppp1/2p2n2/7p/2PPpB2/2N3N1/PP3PPP/R2QKB1R b KQkq - 1 8,h5h4
r2q1rk1/1p2bp1p/p1b1p1p1/8/P3Q3/3B4/1P3PPP/R1BR2K1 w - - 1 17,e4e1
6k1/b5B1/4p2P/1K1pP3/1p2n3/4P3/P4P2/8 w - - 3 35,b5c6
r1bq1k1r/ppp2ppp/5n2/2b5/2Bn4/8/PP3PPP/RNBQR1K1 w - - 0 11,c1e3
r2qkb1r/ppp2ppp/2n2n2/4p3/2B5/3P1Q2/PPP2PPP/RNB1K2R w KQkq - 2 10,a2a4
5r2/p3R2p/6pk/3Q4/3p4/8/Pr3qPP/4R2K b - - 5 28,f2f1
2k3rr/1p2q3/p2bp2p/3p1p1N/Q1PP2p1/8/PP3PPP/1R3RK1 w - - 2 24,c4c5
r2qk2r/p1pb1pbp/1pn1p1p1/3P1n2/8/1PPQ3P/P2NBPP1/R1B2RK1 b kq - 0 22,c6e5
r1bqk1nr/ppp3pp/2n2p2/3pP3/3P1B2/P1P2N2/2P3PP/R2QKB1R b KQkq - 0 9,f6e5
8/1R6/8/8/k5K1/8/8/8 w - - 2 57,b7b8
1r1q1rk1/1bp2ppp/3p1b2/p2Bp3/Pn1PP3/2N2N2/1P3PPP/R2Q1RK1 b - - 0 16,e5d4
r1b1k2r/pq5p/1p2p1pb/4P3/3P2Q1/2N5/PPP3PP/R3KB1R b KQkq - 1 14,e8g8
1r4k1/3nppbp/r2p2p1/1NpP3n/P3P3/1P3N1P/2RB1PP1/5RK1 b - - 2 19,h5f6
5rk1/1pQ4n/3N2p1/2BPb1p1/4P3/5p1P/6PK/4R3 w - - 0 41,g2g3
3R4/p7/1p3k2/2p2Bp1/2P2bP1/1P3K2/1r6/8 w - - 6 44,d8d3
1rbqk2r/1p1np1b1/p2p1pp1/2pPn2p/4PB1P/2NB4/PPP2PPN/R2QR1K1 b k - 1 13,b7b5
5k1r/R1pq1pp1/4n3/4P1p1/1P6/1PN2Q2/1B3PPP/5RK1 b - - 0 21,d7e8
r1bq1rk1/p1pp1ppp/2p5/3nP3/1b6/2N2Q2/PPPB1PPP/R3KB1R b KQ - 4 9,f8e8
r3Q3/p7/n1pp1p2/1p2pk2/4N1p1/1P1P4/PP3PPP/R3K2R w KQ - 3 25,e8f7
r1bq1rk1/p2nbpp1/2p1p2p/2Pn4/1P6/P1NBBN1P/2Q2PP1/R4RK1 w - - 4 16,c3d5
r5r1/3qn3/2kp2p1/p1p5/N3P3/2Q1B3/1P3PPP/4R1K1 w - - 8 34,a4c5
2kr1br1/p1p1pp2/1p6/5q2/1n1P1P2/2N1P3/PP1BK1p1/R5Q1 w - - 4 26,d2e1
2rq1r2/4p1kp/p2p1pp1/1p6/1P1Q4/3nPP2/P4P1P/R4R1K b - - 1 20,d3e5
8/2nk3p/6p1/3pP1P1/3P1N1P/1pP5/3K4/8 w - - 0 38,d2c1
r1bR4/ppq2Nkp/2n3p1/2B1p3/2B5/8/PPP2PPP/4K2R b K - 2 17,c6d8
r2q1rk1/pbpp1pp1/1p2pbnp/3P4/4PP2/2P3P1/PP2Q1BP/RNB1R1K1 w - - 1 15,e4e5
r1q1rnk1/p2bbppp/1p1p4/2pPp3/P1P1P3/2P1B1PP/5PBK/R2QRN2 w - - 7 18,e3d2
r1bqkb1r/pppppppp/3n4/4Q3/8/N7/PPPP1PPP/R1B1KBNR w KQkq - 1 6,a3c4
r1bq1rk1/pp1pnpbp/2n1p1p1/2p5/4P3/2NPBN2/PPP1BPPP/R2QK2R w KQ - 6 8,e3c5
4R3/1pp2krp/8/8/p6B/2P5/6PP/4R1K1 w - - 0 35,e8c8
r2q1rk1/2p2pp1/p4b1p/1p2p3/1P1Nn3/P3N2P/RBP1QPP1/5RK1 b - - 0 17,e5d4
rr4k1/4bppp/2nqpn2/pppp4/2P5/PP1PPN1P/1B2BPP1/2RQ1RK1 w - - 0 14,c4b5
r1b1r1k1/ppqn1ppp/2pB4/8/2P1P3/2PQ2P1/P4PBP/R3R1K1 b - - 0 16,c7a5
3rr1k1/pp1Q1pp1/5q1p/3p4/8/1P1B3P/P1N3P1/6K1 w - - 7 30,d7b7
r1b2r1k/pp1p2bp/3n2p1/4p3/7R/2P1B3/PP2BPP1/RN2K1N1 b Q - 0 16,d6f5
1r1q1rk1/1bp2pbp/1p1pp1p1/2n3P1/p3PP2/P1NPQ3/BPP1N2P/R4RK1 w - - 1 17,d3d4
rn1q1rk1/pbppn1pp/1p2p3/5p2/2P1P3/2P3P1/P2PNPBP/R1BQ1RK1 w - - 0 9,f2f3
r2qr1k1/pp2ppbp/3p1np1/3P4/5PP1/2N2Q1P/PP6/R1B1R1K1 w - - 1 17,c1e3
r4rk1/5ppp/p1pp2q1/4p2b/4PP2/3Q3P/PPP3PN/R4RK1 b - - 0 16,e5f4
2kr3r/1p3ppp/p2p1n2/q2P4/3Q4/P6P/1PP2PP1/2KR1B1R b - - 0 16,d8e8
r2qkb1r/pp2pppp/3p1n2/8/Q2nP3/5B2/PP3PPP/RNB1K2R b KQkq - 1 9,d4c6
1k2r3/2p2Np1/1p5p/p7/2P5/1B4K1/Pr4PP/3R4 b - - 1 26,e8e3
2b5/5r1k/p2Qp1p1/1p1p4/3P2P1/2P2P2/PP3K2/7r b - - 9 32,h1h3
4B3/8/1p6/1P2K3/2k5/8/8/8 w - - 15 72,e5e4
r2k4/2R5/p5p1/3b3p/P1n5/2N1br2/2P3KP/3Q4 w - - 3 29,d1d5
r1bqk1nr/ppp2pbp/2n3p1/3p4/3Pp3/P1N1PN1P/1PP2PP1/R1BQKB1R w KQkq - 0 7,f3d2
8/pp5p/6p1/PK1p4/1R3P2/4r1P1/7k/8 w - - 0 41,g3g4
r2qk2r/ppp3pp/2n1bp2/2b1p3/2n1P3/P4NP1/2Q2PBP/RNB2RK1 w kq - 4 13,f1d1
r1bqk2r/4ppbp/p1pp1np1/2p5/4P3/2NP1N1P/PPPB1PP1/1R1QK2R b Kkq - 5 9,e7e5
r1b2rk1/p1pp1ppp/1p6/2b5/8/P1BBP2P/1PP2PP1/R3K2R w KQ - 0 14,b2b4
2b5/7k/4p2p/NpNpP1p1/1PnP1pP1/5P1P/5K2/8 b - - 2 40,h7g6
r3kbnr/pppq1ppp/n2p4/3Pp3/1P2P3/2P5/P4PPP/RNBQK1NR w KQkq - 0 8,a2a3
r4rk1/p1q1bppp/1p1p4/2pPp2Q/8/1P1P4/PBP2PPP/R4RK1 b - - 2 14,a8e8
3r2k1/1p3ppp/1n1b1q2/1Pp5/6b1/N3PN1P/3PBPP1/3Q1RK1 b - - 0 18,g4e6
8/8/7K/5kp1/7p/5p2/8/5B2 w - - 0 63,h6g7
8/3r1R2/pk1p4/1qpQb3/1p2P2p/3P3P/3BK1P1/1R6 b - - 6 35,d7f7
r2qk1nr/ppp2ppp/2n1p3/3pPb2/3P4/P4N2/1PP2PPP/RN1QKB1R w KQkq - 1 8,c2c3
3r1k1r/p3qpp1/2Q1p3/2P1P2p/8/5PPb/PP2P2P/R2R2K1 b - - 2 19,f8g8
r4rk1/1p3ppp/2pp4/4n3/PP6/4P1N1/5PPP/1R1q1RK1 w - - 0 19,f1d1
r6r/p3kn2/1p2b3/1Np5/8/4P3/PP1R1PP1/R3KB2 b Q - 6 27,h8h1
r1bq1r2/1pp1n1kp/p1n3p1/1P3p2/2BPp2N/2P3P1/P4P1P/R1BQR1K1 b - - 0 17,c6a5
8/1p6/3n1k1p/1n6/5P2/2pK2P1/7P/8 w - - 2 39,g3g4
1k1r3r/1q4pp/1p6/3pN3/5Q2/2P5/1PBK1PPP/R7 b - - 2 26,b7c8
1r4k1/2q1r2p/p3p1b1/3pP1p1/2pPp3/P1P1Q1BP/1P4P1/1R3RK1 b - - 1 28,e7g7
2r1r1k1/1pp3b1/3p2pp/1P1Pnq2/P2pN2B/5P1P/2Q3P1/2R1R1K1 w - - 6 28,a4a5
8/8/1K4p1/3R1pk1/6b1/8/8/2r5 b - - 3 67,c1b1
r4rk1/ppp2ppp/8/4PP2/1n6/4P1BP/4K1P1/8 b - - 0 30,f8e8
2k5/1r6/2R5/6p1/2K5/1r4P1/7P/8 b - - 10 39,c8d7
r4rk1/1p1b1p1p/p1p1p1pQ/8/q2P1P2/2PBP1P1/6P1/2R2RK1 b - - 0 20,b7b5
5r2/Qpk1q3/Rp1p3p/2p3p1/2PpP3/3n4/2N2RPP/5K2 b - - 0 30,f8f2
r1bq1rk1/1pp2pp1/p1np1n1p/P2Bp3/1P2P3/N1PPPN2/6PP/R2Q1RK1 b - - 1 13,f6d5
2kr1b1r/ppp1pppp/8/3Nq3/8/3PBP2/PPP1QP1P/2KR3R b - - 0 12,e5d5
8/r6p/kpRpR3/p7/7N/N5P1/PPP3PP/6K1 b - - 4 28,a7d7
rn1qkb1r/ppp1pppp/5n2/7B/8/3P3Q/PPP4P/RNB1K1Nb b Qkq - 11 12,h7h6
8/2p4p/1pr1p1k1/p1n2p2/P1P3P1/1P5R/2B4P/6K1 b - - 0 31,c6d6
5r2/8/6pk/P1R4p/5P1P/r5K1/8/5R2 w - - 1 42,f1f3
4r1k1/ppp2p1p/6p1/2P1p3/3rB3/8/PPK2PPP/R3R3 b - - 3 19,d4c4
1k2r3/ppq4p/2n5/2pR1Qp1/4r3/1N2P1P1/PPP4P/3R2K1 b - - 2 21,b7b6
r1bqk1nr/ppppb1pp/8/n5N1/4P3/2N5/PP3PPP/R1BQK2R w KQ - 1 9,d1d5
2kr3r/ppq1nppp/2p1p3/3pP3/3P4/2PQ4/PP1N1PPP/4RRK1 w - - 1 14,b2b4
8/p7/8/8/5K2/8/8/1k5Q b - - 1 52,b1c2
6k1/2N2ppp/8/p1pP4/r7/2K3P1/5P1P/8 w - - 0 33,d5d6
r4rk1/p1p2ppp/1p6/n6q/3P4/1P1BPN2/P2N1n1P/R1Q3RK w - - 0 19,h1g2
8/6pp/6k1/3p4/1P1q4/5RP1/5P1P/2Q3K1 b - - 0 33,d4c4
2kr1b1r/pppqpppp/2n2n2/8/8/2NPBB1P/PPP2PP1/R2Q1RK1 b - - 4 10,e7e5
7k/7p/5pp1/5p2/8/6KP/7r/8 b - - 3 45,h2d2
2rq1rk1/pb1nb1pp/1p3n2/2pp4/5B2/2N2NP1/PPQ1PPBP/R2R2K1 w - - 0 14,f3g5
r1b2k1r/1p3p2/p1p5/2bpB1P1/4p3/2N1P3/PPP1B1P1/R4RK1 w - - 3 22,e5h8
r3k2r/pp3ppp/1q2p3/3pP3/P2n4/b3B3/1P2QPPP/1N1R2K1 w kq - 0 15,e3d4
Q6N/pppk4/2n3p1/5b2/2B5/3P4/P2BKPPP/7q b - - 0 18,g6g5
4r1k1/1p2r3/p1p5/3p4/1P1Pb1pq/2Q1P3/4RPB1/4R1K1 w - - 0 38,g2e4
3r1rk1/p4p1p/1p2pp2/8/1PP5/5K2/P4PPP/R2R4 w - - 1 22,d1d8
3q1rk1/1pp2n1p/2npb1p1/8/2P2P2/rPN3PP/6BK/1R1QR3 b - - 2 24,e6f5
8/2r5/8/8/8/3k4/1K6/7R b - - 49 81,d3e4
1r1k1b1r/p2b1p1p/p1p1p1pn/2B1P3/1P2NP2/P6P/2P3P1/2KR2NR w - - 1 19,c5f8
rn2k1nr/ppp2ppp/3p1q2/2b1p1Q1/2B1P1b1/5N2/PPPP1PPP/RNB1K2R w KQkq - 2 6,g5g4
8/8/6pk/R4p1p/2r5/6PP/7K/8 b - - 0 59,h6g5
r1q4k/1pp3pp/p2b1n2/8/4P1b1/PBN1Pn2/1P3PQ1/1RB1RK2 b - - 6 27,g4h3
r2q1rk1/5ppp/p1n1pn2/1p1p4/PPpP3N/2P1P1P1/3NQPP1/R4RK1 b - - 0 15,c6e7
rnbqr1k1/pp3pp1/2p1pb1p/4B3/3PQ3/2P1PN2/PP3PPP/RN2K2R b KQ - 1 12,d8b6
2rq1rk1/pp3ppp/1n2bn2/3p4/P1PPp3/4P3/3NBPPP/R1BQ1RK1 w - - 1 14,c1a3
4r3/ppp1n1pk/5q1n/3P1p2/5B2/2P4P/P1Q2PP1/3R1RK1 b - - 2 21,e7g6
6k1/pQp5/8/2p1p3/2q1P3/4P2P/PPP3P1/5RK1 b - - 4 26,c4e6
2kr3r/ppp2ppp/2n5/8/P2P4/4BP1b/1PP2P2/R4RK1 w - - 0 16,f1d1
8/5pk1/3p3p/4q2P/8/5K2/8/2q5 b - - 3 51,g7h8
3k4/3P4/p1K4B/P4P1P/8/8/8/8 w - - 1 65,h6g7
r1bq1rk1/pp4p1/3b1n1p/2pp1p2/1P6/2PP1N2/P1B2PPP/RNBQR1K1 b - - 0 15,c5b4
5N2/pp6/2p4P/4P1Q1/2kP4/2P5/PP4PP/5K2 w - - 1 31,f1e2
rnbk3r/ppp4p/4Np1b/3nP1p1/4p3/6B1/PPP2PPP/RN2KB1R b KQ - 7 10,c8e6
8/7p/6p1/6K1/5P1P/6P1/7r/k7 b - - 1 52,a1b1
r2k1b1r/pp4pp/4pn2/8/2B3b1/2N2N2/PP4PP/R1B1K2R w KQ - 2 14,c1e3
r1bqkbnr/pp1npp2/2pp2p1/7p/3PP2P/2N2P2/PPP1B1P1/R1BQK1NR b KQkq - 0 6,f8g7
8/5k2/6pK/4P3/8/5PP1/7P/8 b - - 0 42,f7e6
r2q1rk1/2p2pp1/p1pp3p/8/P3PP2/2P5/2P3PP/R2Q1RK1 b - - 0 15,a6a5
2r1r1k1/5p1p/p5p1/1p3p2/4bQ1P/6R1/Pb4P1/5R1K w - - 0 27,h4h5
8/2p2pkP/4p3/3p4/3P4/r2BK1q1/7b/8 w - - 8 38,e3e2
4r1k1/1p2r3/p2p2qp/3P4/1P2p2b/P3NpPb/5P1B/2RQR2K w - - 2 31,g3h4
rn3rk1/1p2nppp/p1p2q2/3p4/P2N4/1PN1P3/2PQbPPP/3R1RK1 w - - 0 16,d4e2
2r2rk1/pp2p3/6p1/8/8/KPqP4/8/3RR3 b - - 1 31,f8f6
1r4k1/p1rnbpp1/4p2p/4P3/1qPp4/3Q1NNP/1B3PP1/4R1K1 w - - 0 28,b2d4
6k1/pp3p1p/1q4p1/8/6P1/2Pp1Q1P/3B1K2/8 w - - 5 37,f2g2
2k5/6p1/2P4p/6p1/2R3P1/7P/PBPP1P2/6K1 w - - 1 39,c6c7
r4rk1/1p2bqpp/pBnpp3/P3p3/6Q1/1N6/1PP2PPP/R3K2R w KQ - 5 17,c2c3
r1bq1rk1/ppp2pbp/4pnp1/6B1/2Bn4/2N2N2/PPP2PPP/R2Q1RK1 b - - 1 10,h7h6
1r5r/p4pk1/6p1/3q3n/3N4/2P1RQ2/P1B2PPP/R5K1 b - - 6 28,d5g5
1r1qr1k1/p2B1pbp/3p2p1/4p3/8/P3QN1P/1PP2PP1/R4RK1 b - - 0 18,d8d7
8/5k2/p6K/r5PP/2R5/8/8/8 b - - 0 48,f7e6
r4n2/1k2p1b1/1p4p1/2pPP3/8/4BN2/PPP5/1K1R4 w - - 1 32,e5e6
2r2rk1/1p1n1ppp/p3p2q/3pR3/3P4/2P3P1/PP1N1PKP/R2Q4 w - - 1 17,e5e3
2r5/5k2/6pp/2bp4/3N1KP1/r1P1PP2/8/1RR5 b - - 1 39,c5d6
r1bqk2r/ppp2ppp/1b1p1nn1/3Pp3/2P1P3/3BB2P/PP3PP1/RN1QK1NR w KQkq - 0 9,e3b6
r1b3k1/pp3ppp/2p5/4p3/1b2N3/2P2PB1/PP2K1PP/5R2 b - - 0 18,b4f8
6k1/3n2b1/4p3/pp1pP3/2p5/P1P2Q1K/1P3q2/4R2R b - - 0 39,f2f3
rn2kb1r/ppp2p2/3p1n1p/4p1p1/2B1P3/5b2/PPPP1PNP/RNB1K2R w KQkq - 2 9,c4f1
rnbqk2r/p3bppp/1p2pn2/3p4/3P4/2N2NP1/PP2PPBP/R1BQ1RK1 b kq - 3 8,e8g8
r4rk1/pb3ppp/1pp1p3/1P1pP1q1/P4P2/2N1P3/2P1B1PP/R2Q1RK1 b - - 0 17,g5e7
1kr5/p2R1p1p/2p4p/3n4/1P6/3P1KP1/5P1P/8 w - - 6 30,d7f7
5r1k/pbp1b1pp/8/8/3P4/8/PPP3PP/5RK1 b - - 5 24,e7f6
rr4k1/p2nppbp/3p1np1/8/NR1P4/3PB3/P3NPPP/1R4K1 b - - 2 19,f6d5
8/8/4pB2/P3P2k/2R3b1/8/P4P2/2K5 b - - 0 44,g4f3
3r2k1/p4bpp/1p6/1P3p2/8/4P2P/PQ3PP1/6K1 w - - 0 26,b2c3
7k/4R1R1/p4r2/1p3p2/1PrP2p1/P1PK3p/8/8 w - - 4 47,g7h7
1rb3k1/p4pp1/7p/2brp3/2B5/1P6/P1P1NPPP/5RK1 w - - 0 20,c4d5
4r1k1/pp3p1p/5qp1/3P1b1Q/3n4/3N4/PP3PPP/2K2B1R w - - 0 20,h5d1
1r3r2/p1k2p1p/4p1p1/4N3/1nP5/7P/PP3PP1/3RR1K1 w - - 1 25,d1d7
rn2k2r/ppp2ppp/3p1q2/2bPp3/8/6PN/PPPP1P1P/R1BQK2R w KQkq - 1 8,d1h5
8/p1Q5/4R1P1/5p2/4bP2/6K1/PP2k2P/8 w - - 1 45,e6e8
r2q1rk1/pbpn1pbp/1p1p1np1/4p3/3P4/2N1PN1P/PPP1BPPB/R2Q1RK1 b - - 1 10,e5d4
r3r3/5pk1/1p6/1N4R1/5B2/3n4/PPP1N1P1/1K6 b - - 0 28,g7h7
N4b1r/ppBkpppp/5n2/q2p1b2/8/2P5/PPnKPPPP/R2Q1BNR b - - 3 9,b7b6
2q2rk1/1R3pp1/r6p/p1p1P3/2n2P2/2P1BQ2/P5PP/1R4K1 w - - 6 22,b7b8
r4Nk1/pb3pb1/1p2p2p/3p2pP/5q2/2P3Q1/PPB2PP1/3RR1K1 b - - 0 22,f4g3
r1b4r/p1k2p1p/1pnb1p2/2Q5/8/6PB/PPP1PP1P/2KR2NR w - - 2 16,c5d6
6n1/R4pk1/6p1/8/7P/6K1/8/8 b - - 25 60,g8f6
r2q1rk1/2pbbppp/2np4/p7/Pp1PP3/1B2PN2/1P1N2PP/R2QR1K1 w - - 1 15,d1e2
rn1qkbnr/p4ppp/bp2p3/2pp4/4P3/2NP1N2/PPP1BPPP/R1BQK2R w KQkq - 0 6,e4d5
3rr1k1/ppp3p1/3p2Np/4P3/6n1/PbN3P1/1P3PP1/R3R1K1 b - - 0 25,b3f7
r2qk2r/pppbbppp/4p3/n2pP3/3P4/2PBBN2/P1P1QPPP/1R2K2R b Kkq - 6 10,a5c4
3r2k1/ppp1bppp/5n2/2P3B1/3P4/8/PP3PPP/R3N1K1 b - - 2 18,d8d4
2rr2k1/pp3p1p/4bqp1/3pb3/8/2NB4/PP2QPPP/R3R1K1 b - - 1 17,e5c3
rn1k3r/6pp/1p1b1p2/p1p5/P3P3/2P2N2/1PnN2PP/2R1R1K1 b - - 3 19,c2e1
rn2k2r/ppp2pp1/3p1nqp/8/3PP3/P1P1BN1b/2P1BRPP/R2Q2K1 w kq - 3 13,d1e1
8/kR6/4Q3/3p1p2/p1pP4/2P3N1/2qB2P1/3RK3 b - - 0 43,a7b7
5b1r/pp4pp/8/1Bpr4/2N5/2P5/PP2R2k/4K3 b - - 1 29,h2g3
r1bqk2r/p5pp/3b1n2/1p2p3/3pPp2/3P2P1/PP1BQPBP/R2N1RK1 b kq - 1 13,g7g5
r3k2r/pppb3p/2np1q1n/1B3pp1/3P4/2N2N1P/PPPQ1PP1/R3R1K1 b kq - 3 16,e8d8
r4rk1/ppp2p1p/2nq2p1/3p1p1n/3P4/2PBPNP1/PPQ2PP1/2KR3R b - - 4 14,h5f6
r2r4/pppk1p2/3qpQb1/3p2P1/1n3P2/1P1PP3/P1PR3R/2K2BN1 w - - 3 20,a2a3
r1bq1rk1/pp1n1ppp/4p3/4N3/1P1B4/3Q4/P1P2PPP/R3KB1R b KQ - 0 12,d8e7
1k6/pp1r1p1p/4p3/3pPnrB/8/5P2/PP4PP/3R1R1K w - - 0 24,f1e1
r1bqk1nr/2p2pbp/p1n1p1p1/1p6/3PP3/4BN2/PP2BPPP/RN1Q1RK1 w kq - 0 9,a2a4
8/p1R3p1/3P2k1/7p/8/1PK5/r7/8 b - - 4 40,a2a6
4rrk1/pp1n1pbp/1q1p2p1/2pP2B1/4PP2/1PNQ3P/P5P1/1R3RK1 b - - 0 17,c5c4
r4rk1/3b1ppp/p3p3/1p6/4n3/3BB3/PPP2PPP/RN3RK1 b - - 1 14,e4f6
1r4k1/1q3pp1/p1Q1p2p/8/1P6/P7/5PPP/2R3K1 b - - 2 27,b7c6
r3k2r/3pbp2/p3pn2/2p4p/2P3P1/4P2P/PP2NP2/R1B2RK1 b kq - 0 17,h5g4
r5nr/2pbkNpp/pbp5/8/4Pp2/2P5/PP3PPP/RNB2RK1 w - - 3 14,f7h8
r1bqkb1r/ppp2pp1/4pn1p/3p4/1n1P4/3BPN2/PPPN1PPP/R1BQ1RK1 w kq - 2 7,d3b5
8/p6k/2pp2p1/4pr2/4n3/2P4P/P1PBK1P1/5R2 b - - 1 26,e4g3
5rk1/4qppp/1p6/1NPpN3/bn6/6Q1/5PPP/5BK1 b - - 0 23,b6c5
r1bq1rk1/1p1p1B2/1bp4p/1p2p3/2P1P3/P2P2P1/1P3PP1/R4RK1 b - - 0 16,g8f7
qn2k1nr/p1ppbpp1/1p2p3/3P4/2P4p/2N2NP1/PP2PP1P/R1BQ1RK1 b k - 1 10,h4g3
2r4r/pp2kppp/2nb4/1B6/8/4BP2/PP3P1P/2KRR3 w - - 1 15,e3g5
r1b2rk1/p4pbp/2p3p1/q2n4/2B5/2N1B2P/PP3PP1/R2Q1RK1 b - - 1 15,d5e3
r1bk3r/ppp2ppp/2np1b2/4p3/4P3/3P1N2/PPP2PPP/R2QKB1R b KQ - 1 8,c6d4
r1bq1rk1/ppp2ppp/2np4/3P4/Q1P3n1/2P2N2/P3PPPP/R1B1KB1R w KQ - 1 10,d5c6
2r5/p4Q2/6pk/q2p3p/3P4/P3P3/1Pr2PK1/1R1R4 w - - 3 35,f7f4
r2q1r1k/p1bn1p1p/4p1p1/Pp6/1PpPN3/2P1P2P/5PP1/R1B2RK1 w - - 0 20,f2f4
5R2/4Nppk/7p/p2B4/6P1/1r2P2P/5K2/8 b - - 0 34,b3b6
4Nk2/1p1n3p/5pp1/3Qp3/2P5/5NP1/5P1P/6K1 b - - 0 30,f8e8
2Rn1rk1/5pp1/7p/2P1p3/4P3/5B1P/5PPK/r7 b - - 4 27,a1c1
r1b2rk1/pp1p1ppp/2n5/4p3/4n3/Q1B2N2/PPP2qPP/R3R1K1 w - - 0 14,g1h1
3r1rk1/1pp2ppp/pqp5/4P3/1bP1N3/3PBP2/1P3P1P/R2Q1RK1 b - - 1 16,c6c5
5rk1/p1r2ppp/1p6/1n1Pb1P1/1P2PpBP/P4P2/2RN2K1/5R2 w - - 8 29,c2c7
