FEN,Moves
2Q5/8/2Q5/8/5N1R/8/3k2PP/6K1 w - - 1 50,c6c1
6k1/5q2/7P/6K1/n7/8/8/3q4 b - - 1 66,d1h5
1R6/1p6/pP1K1pnk/8/b7/8/8/5q1q b - - 1 55,h1c6
2q5/8/3p4/8/4p3/3r4/1kq5/4K3 b - - 5 85,d3d1
3K4/5q2/6qp/8/8/3k4/8/8 b - - 5 52,g6g8
8/8/8/6k1/8/K7/2q5/3q4 b - - 7 56,c2b3 d1d6
2r3k1/5p1p/4p1p1/p3B3/R1rPqP2/4P1P1/4Q2P/2q1bK2 b - - 1 33,e4h1
1k6/6Q1/7Q/8/8/8/8/5K2 w - - 15 63,h6h8
8/p7/3k3p/3n3P/K7/P1q5/8/5bq1 b - - 0 40,d5b6 g1g4 g1d4
8/8/2q5/qq6/8/2pp4/8/3K1k2 b - - 17 79,b5b1 a5a1
4k3/5p2/6p1/5P2/2qq4/5KP1/8/8 b - - 1 51,c4f1
8/6P1/7K/8/2b5/4k3/6q1/5q2 b - - 0 61,f1h1
6k1/pp3ppp/8/1P4P1/3q4/5bK1/P6P/5q2 b - - 5 33,d4g4 f1g2
8/8/8/4Q3/1k2N3/5K2/Q7/8 w - - 3 51,e5b8 e5c5 e5a5 e5b2
8/5p2/2p1k1p1/7P/7K/1P1q4/P3q3/8 b - - 4 47,e2h5
1K4k1/p5pp/2q5/3q4/8/8/8/8 b - - 1 43,c6b7
8/pp1R3p/4p1pk/4qP2/8/1P5P/P5K1/4q3 b - - 1 31,e5g3 e5e2
6k1/2r2p2/5q1p/8/8/6KP/8/1q6 b - - 1 58,b1g1
1k6/p7/P7/1q6/4q3/2K2p2/8/7q b - - 1 57,b5b4 e4d3 h1e1 h1c1
8/8/8/3b4/7K/8/k5q1/5q2 b - - 3 74,f1h1
6Q1/4K3/2k5/Q1P5/1P6/P7/8/8 w - - 3 61,g8a8 g8g2 a5b6
8/p6Q/8/8/8/5QP1/7P/k5K1 w - - 3 49,f3a3
8/8/6p1/5p2/1k1p1b2/3q1P1K/5P2/q7 b - - 1 52,a1h1
8/5ppk/7p/5P2/4Q2K/1Pq5/3q2PP/8 b - - 7 40,d2g5
Q7/1Q6/p1p1b3/k2p4/1p6/5N1P/PPP1BPP1/R4RK1 w - - 0 29,a8a6 b7a6
6k1/1pp5/3p4/3PpP1K/5q2/8/8/5rq1 b - - 0 39,f4g5 f4h2 g1g5 g1g4
8/6pk/3q3p/8/K7/2q5/8/8 b - - 9 54,d6d7 d6c6 d6a6 d6b4 c3b4
2R5/8/8/8/3K1P2/5r2/4Q2Q/1k6 w - - 9 65,e2b2 e2a2 e2e1 e2d1
1K4k1/2p2p2/q7/3p4/3q4/8/8/8 b - - 1 50,d4a7 d4b6
7k/2p3p1/3p3p/P1pP4/2P4q/1P5r/6q1/3K4 b - - 7 52,h3h1
8/8/6q1/6q1/6q1/8/8/3k3K b - - 7 80,g6h7 g6h6 g6h5 g5h6 g5h5 g5h4 g4h5 g4h4 g4h3 g4g2 g4g1
4Q3/8/k2P4/8/pQ6/6PP/1p6/6K1 w - - 0 45,e8a8 e8a4
8/8/8/k7/2Q5/3Q4/8/1K6 w - - 13 57,c4b5 d3d8
3Q4/8/3b4/pp1pq3/7p/4kP2/1PQ3PP/2RR2K1 w - - 0 38,c2d2
2r3k1/p5p1/1P3n2/4q3/n4q2/3K4/8/8 b - - 0 38,c8c3 e5b5 e5e4 e5e3 f4d4 f4e3 a4b2
1k1r1r2/ppp5/8/3N4/4P3/1PKP2p1/P1P3p1/2q3q1 b - - 1 38,g1c5
2K5/8/1k6/1p2q3/8/3q4/8/b7 b - - 3 59,e5h8 e5e8 e5c7
7q/PK6/4qk2/8/8/8/1P5n/6n1 b - - 0 50,h8c8
5K2/q2q4/8/7k/5p2/8/8/8 b - - 15 75,d7d8 d7c8 d7f7 a7b8 a7a8
8/8/6Q1/k7/2Q5/8/1PK2P2/8 w - - 3 72,g6a6
8/3k4/8/3q1q2/8/4K3/8/8 b - - 5 68,f5f3 d5d3
2Q5/Q7/3k4/8/8/1N6/PP6/4K3 w - - 1 46,a7c5
6k1/p4pbp/6p1/1p4PP/1P6/3q4/5K2/2q5 b - - 1 43,c1f1
8/4k3/6p1/5pP1/8/2p3K1/pp1q4/7q b - - 5 60,d2e3 d2h2
Q7/1PPk4/Q7/Q7/8/8/P7/R1BK4 w - - 1 62,a8d8
Q1Q4Q/1R6/6k1/8/6P1/4P3/PP2P3/4KB1R w K - 1 39,h8g7 h8h6 c8g8 c8f5
2r2rk1/5ppp/4pb2/8/8/1q6/q7/4K3 b - - 7 48,c8c1 b3b1
8/p1p2Q2/1p4Q1/4k3/8/2K5/2P5/8 w - - 0 59,f7f5 g6e6
2R5/4R3/8/8/5R2/5P2/3k1PK1/8 w - - 1 72,f4d4
8/q7/P1K1k3/2p5/2Pb4/8/8/1q6 b - - 3 49,a7d7 a7b6 b1b6
8/8/8/8/4k3/4q3/7K/3q4 b - - 1 58,d1g1
Q7/2k5/8/1Q5P/6K1/8/5P2/8 w - - 1 56,a8b8 b5c6
2k1r3/3q1pbp/1QNp2p1/8/8/4Q3/PPP2PPP/RNB1K2R w KQ - 7 21,b6b8
8/4k1p1/8/4K3/7q/8/8/6q1 b - - 3 62,g1g5 g1c5
8/6p1/4pkp1/8/4qp1P/8/7K/3q4 b - - 1 56,e4h1 d1h1
6k1/6bp/1p4p1/6PP/3p1K2/3b4/4q3/6q1 b - - 2 42,g7e5 e2g4 e2e4 e2e3 e2f2 e2f1 g1g4 g1e3 g1h2 g1f2
6k1/5ppp/3Kp3/3p4/2q5/8/2q5/8 b - - 5 43,c4c7
r7/7P/7k/6q1/3p4/6PK/8/q7 b - - 3 67,a1h1
8/8/8/1p6/6K1/1k2q3/8/5q2 b - - 7 70,f1h3
5QQQ/1k6/8/1P2Q3/3N4/P3B3/1P6/R4RK1 w - - 1 49,f8b8 e5b8
6k1/8/8/6q1/7q/5r2/7r/K7 b - - 15 63,g5g1 g5c1 h4e1 f3f1
1Q6/2Q5/4k3/4N2p/8/7P/5PPK/8 w - - 4 52,c7f7
1k6/4Q3/4Q3/8/8/8/1PK2P2/8 w - - 9 75,e6g8
8/6p1/4Rpkp/2P5/6P1/P1P4P/1P4PK/4qq2 b - - 0 36,f1h1 f1g1
1k6/7Q/5Q2/2p2Np1/2P1P3/P4P1p/4P3/R4KN1 w - - 3 49,f6h8 f6f8 f6d8
3Q4/8/8/2K5/5p2/5P2/2k3P1/Q7 w - - 1 49,d8d1
QQQRK3/Q1RB4/N2N4/8/8/k7/8/8 w - - 29 82,a6c5
8/6k1/8/8/K7/8/7q/1q6 b - - 3 58,h2a2
4Q3/1k6/3Q4/8/2P5/2KP4/8/8 w - - 3 45,e8b8
7k/5p2/5q2/8/4K3/6q1/8/8 b - - 15 52,f6e5 g3f3
8/5k2/2b5/5K2/3q4/8/8/6q1 b - - 5 73,c6d7 d4f6 d4e4 g1g6 g1g4
4Q3/3P4/5k2/2KQ4/8/8/8/8 w - - 7 79,e8f7 d5e5
2k5/6Q1/5Q2/p3Q3/P7/8/6KP/8 w - - 11 67,g7c7 f6f8 e5e8 e5c7
1Q6/K3k3/2Q5/8/8/8/8/8 w - - 1 64,b8e8
8/8/k7/2Q5/p2Q4/6K1/P7/8 w - - 3 54,c5b6
R7/8/8/Q7/4k3/6QB/1NK5/1N6 w - - 31 68,a5e5
8/5k1p/p4n2/4p1K1/4P3/5q2/1q3b2/8 b - - 1 37,f3h5 f3f4 b2d2 b2c1
8/1qq5/8/8/8/K7/8/5k2 b - - 13 67,c7a5
1QR4Q/8/8/k7/6P1/8/8/6K1 w - - 1 46,h8a1
1Q6/8/2Q5/k6P/8/6P1/5P2/6K1 w - - 1 53,b8b6 b8b5 c6a8 c6b5
Q7/7k/4Q3/1K4p1/8/1P6/8/7q w - - 0 71,a8g8
3Q1Q2/8/8/2p1k3/8/3P2K1/8/8 w - - 3 53,f8f6 d8d6
6Q1/8/2K4k/8/8/8/5Q2/8 w - - 5 64,f2h4 f2h2
2Q5/8/8/8/8/8/KQ6/6k1 w - - 5 68,c8c1
Q2Q4/1PQ5/3N4/8/5Q2/6P1/5K1k/8 w - - 1 61,d8h8 d8h4 c7h7 f4h6 f4h4
8/5kp1/3p3r/3P4/5p2/7P/5PK1/1q1q4 b - - 3 46,d1h1
Q7/8/8/8/3K4/3Q4/P7/2k5 w - - 3 53,a8a3
8/8/8/6K1/8/5Q2/7Q/1k6 w - - 5 59,f3h1 f3f1 f3d1
8/1k6/8/2q5/4q3/8/3K4/8 b - - 1 78,c5c2
7k/7p/P7/3pq3/6K1/2Pb2R1/8/4q3 b - - 3 53,e1g3
4Q3/5P2/8/6K1/8/7Q/6P1/6k1 w - - 1 60,e8e1
K7/3q4/4q3/8/8/8/1qq5/3k4 b - - 19 73,d7b7 d7a4 e6g8 e6e8 e6c6 e6a6 e6d5 e6e4 e6a2 c2c8 c2c6 c2e4 c2a4 c2g2 b2h8 b2b7
Q7/2k5/4Q3/6K1/1p4P1/p7/8/8 w - - 4 53,a8c8 e6c6
8/8/5q2/7K/3bp3/8/6q1/6k1 b - - 5 93,f6h8 f6g5 g2g6 g2g5 g2h3 g2f3 g2e2
7k/6p1/1q5p/1q6/8/K6n/8/8 b - - 1 43,b6a7 b6a6 b6a5 b5a6 b5a5 b5b3
8/7k/2K2Q2/4B3/8/5Q2/8/8 w - - 3 65,f6g7
2K1N3/7q/6q1/5k2/8/8/8/8 b - - 22 59,g6e8
6k1/1p3pp1/p3p2p/6PK/8/4q3/P6P/q7 b - - 0 44,e3g5 e3h3
Q6Q/4k3/8/P2PP1K1/8/8/8/8 w - - 1 61,h8e8 h8h7 h8g7 a8e8 a8b7 a8a7
5Q2/8/7K/3QQ3/8/8/8/6k1 w - - 1 64,e5g3
2Q2QQ1/8/Q7/8/3kP3/3P4/6R1/6K1 w - - 1 59,f8c5 c8c5
8/5p2/3k4/4p1q1/1p6/7K/8/3q4 b - - 1 56,d1h5 d1h1
2Q1R3/8/8/1Q6/5B2/k7/6PP/6K1 w - - 2 46,c8a8 c8a6
8/7p/2Q5/8/8/3k1p1P/5Q1K/8 w - - 1 53,c6c2
1QQ5/Q7/8/5K2/P7/8/k7/3Q4 w - - 3 66,b8b3
8/p5k1/1p6/2p5/2P5/1P2K3/P5qq/8 b - - 3 43,h2g3 g2e2
6k1/5p2/4b2p/1P1p2p1/5qP1/1B4PP/P6K/4q3 b - - 0 42,f4g3 f4f2 f4d2
8/8/4p3/4qbp1/8/8/2kq4/6K1 b - - 3 63,e5e1 e5a1
r5k1/pp2q1pp/6n1/7K/8/q7/2p5/8 b - - 1 43,e7h4 a3h3 a3f3
rb4Q1/1pq4Q/3p1k2/p1p1pp2/2P5/P3P3/1B1P1P2/2K5 w - - 3 42,g8g6 h7h4
1n6/6pk/1n5p/2P1p2P/8/3q4/5K2/3q4 b - - 3 49,d3f3 d1f1
8/1pq1k1n1/7b/3K4/8/8/8/4q1q1 b - - 7 60,c7c6 c7c5 g1c5 e1e6 e1e5
5Q2/6Q1/8/7k/R7/8/6K1/5Q2 w - - 5 65,f8h8 f8e8 f8f7 f8f5 f8c5 f8f3 g7h6 g7g4 f1f7 f1f5 f1b5 f1f3 f1e2 f1h1 f1d1
6k1/5ppp/8/r2P3P/q7/2K5/8/1q6 b - - 0 38,a4b4 b1c2
8/2Q4p/1Q3p2/8/5p2/k4P1P/5BP1/6K1 w - - 5 55,c7a7
1Q5Q/8/2k5/5B2/4KP2/5P2/8/8 w - - 1 51,h8c8 h8c3
1BQ5/N3k2p/8/4Pp2/8/1B6/7P/R2Q2K1 w - - 1 36,c8d8 b8d6 a7c6 d1d8 d1d7 d1d6
8/5p2/8/6p1/3b2P1/2k5/4K3/qq6 b - - 1 60,b1e4 b1d3 b1f1 b1d1
4k3/pr5p/1p1r4/5K2/P4P2/8/8/3qq3 b - - 1 41,d1h5
2Q5/5p2/1k3Pp1/4Q2p/3P4/2P5/P5PP/6K1 w - - 3 45,e5c5
6k1/1pp2p1p/6pP/4q3/6PK/8/8/q7 b - - 0 48,a1h1
6Q1/8/8/p4Q2/P4P2/2p5/4K2k/8 w - - 0 43,f5h7 f5h5
8/8/3Q4/8/8/2Q5/6QK/1k6 w - - 5 67,d6b8 d6g6 d6b6 d6b4 d6d3 d6d1 c3b2 c3e1 g2c2 g2b2
8/1q4k1/8/8/8/8/K7/2q5 b - - 6 67,b7f7 b7d5 b7b2 b7b1 c1b2
6k1/6p1/8/6P1/5P2/8/3q3P/nq2NK1R b - - 1 42,b1e1
5R1R/5R2/8/8/8/1P2B3/1PP3k1/2K5 w - - 1 44,f8g8 f7g7
2k5/Q7/8/8/Q7/8/3NKPPP/8 w - - 3 39,a4e8 a4d7
Q3qk2/3Q3r/5pp1/6P1/p7/3p1R2/5NK1/8 w - - 6 63,a8e8
k7/3Q4/4Q3/4KB2/8/1p1NP3/1P3P2/8 w - - 5 58,e6g8 e6e8
8/5q2/8/8/8/1k5K/8/6q1 b - - 3 62,f7h7 f7h5
5k2/6p1/6Q1/7p/8/2Q3P1/5P1P/6K1 w - - 3 50,c3g7
6Q1/5Q2/8/3n4/3P3k/2P5/1P1K4/8 w - - 9 59,f7h7
6q1/2K3pk/q7/8/8/2P5/8/8 b - - 9 52,g8c8
8/1p6/4p3/4P1kp/5p2/5q2/1q6/6K1 b - - 3 56,f3g2 f3d1 b2g2 b2f2
7k/7P/7K/3q4/8/8/8/q7 b - - 1 58,a1g7 a1f6 a1a6
8/8/8/5K2/5P2/3Q4/2Q5/k7 w - - 19 76,d3a6 d3d4 d3c3 d3a3 d3f1 d3d1 c2b1
8/4k3/3q2p1/P7/K7/8/8/5q2 b - - 1 48,f1c4
Q7/8/1B6/3Q4/1k6/6K1/8/8 w - - 1 58,a8a5
8/5K2/8/8/8/8/8/kqqqq1qr b - - 43 83,d1f3 c1f4 b1f5
5K1k/8/8/1q6/5n2/8/3p4/qqq1q3 b - - 1 66,b5e8 b5f5 e1e8 b1f5 a1g7 a1f6
q7/2k2pKp/7P/5q2/2n5/8/5P2/8 b - - 3 48,f5g6
r5k1/1pp4p/p2p4/4p3/KPPp4/8/P2q4/4q3 b - - 2 36,d2b4 d2a2
8/2p5/6q1/6q1/8/8/1k5K/8 b - - 15 72,g6h7 g6h6 g6h5 g5h6 g5h5 g5h4 g5g2
2Q5/4kN2/R5Q1/8/3P3p/5P2/6P1/6K1 w - - 1 38,c8d8 g6f6 g6e6 a6a7 a6e6
4k3/4P3/4K1R1/6P1/3q4/8/8/5q2 b - - 6 51,f1f7 f1h3
8/8/7K/8/8/5Q2/4Q3/2k5 w - - 5 54,f3h1 f3f1
6Q1/8/8/kB6/P6Q/8/8/6K1 w - - 1 60,g8d8
rnb2rk1/pppq1p1p/3p1BB1/4P3/1b5Q/8/PPq2PPP/RN3KNR b - - 2 15,c2d1
8/pp6/1qp5/5k2/5n2/P7/1P4q1/K7 b - - 5 58,b6b2 g2b2
8/8/7p/p1R5/1p4pk/3QR3/P7/6RK w - - 2 42,d3d8
8/8/1k6/2pq4/5K2/8/8/3q4 b - - 3 52,d1f3
1k3K2/q6q/8/8/8/4q3/8/3r4 b - - 7 60,h7h8 h7g7 h7f7 a7g7 a7f7 a7e7 a7c5 a7a3 e3e7 d1d8 d1f1
8/8/8/3K4/4N3/5QP1/2Q5/6k1 w - - 7 95,f3g2 f3d1 c2g2 c2f2
8/7p/8/5kb1/8/K7/2q5/1q6 b - - 5 58,g5e7 g5c1 c2b3 c2a2 b1b3 b1b2
4Q3/7k/3B1Q2/1R5p/8/1P6/4K1PP/8 w - - 3 51,e8h8 e8f7 e8g6 f6h8 f6g6 b5b7 b5h5
r2r2k1/p6p/2pB4/6p1/3K4/3P2P1/PPq1q2P/8 b - - 3 29,d8d6
8/7k/5Q2/4Q2p/K7/8/8/8 w - - 0 63,f6g7
5K2/2k3P1/6qq/8/8/8/8/8 b - - 3 56,h6g7
3q4/2k4P/7K/8/8/8/8/3q4 b - - 1 73,d8f6
6k1/2p2p1p/6p1/8/5K2/2q5/8/1q6 b - - 1 54,b1f5
6k1/p5p1/8/8/8/5q2/7q/2K5 b - - 9 56,f3h1 f3f1
3k4/7Q/6Q1/8/8/8/8/6K1 w - - 3 64,g6g8
3Q4/8/4Q3/8/8/P1k4P/2P2PP1/6K1 w - - 9 42,e6b3
8/p1k5/4p3/K1p1P3/2P5/1q3n2/8/1q6 b - - 1 57,b3a3 b3a2 b1a2 b1a1
8/3B2K1/3Q4/8/4Q3/2k5/8/8 w - - 9 66,d6b4
8/P7/8/5Q2/8/7p/1K4Q1/4k3 w - - 0 63,f5f1 f5b1
5r2/1p3ppk/8/4p3/8/5RP1/P4PKP/3qq3 b - - 1 31,e1f1
4Q1R1/8/Q7/3k1N2/1P6/8/7P/6K1 w - - 5 51,e8e6 a6e6 a6c6 a6b5 a6d3 a6a2
7Q/8/6k1/3N4/6pP/8/1Q3P1P/6K1 w - - 3 43,b2f6
8/5ppp/5k2/1n1Qp3/q1p1P2P/6P1/5P2/2QR2K1 w - - 1 36,c1g5
1RR3K1/1R5N/k7/8/3B4/8/1PP5/8 w - - 11 56,b7a7
3Q2rk/6r1/p4Q2/2q5/1p6/1B6/PPP2PbP/3R1RK1 w - - 0 40,d8g8
6Q1/4k3/2Q1p3/3p4/3P4/3B1P1P/3N1P2/4K1R1 w - - 9 36,c6e6
8/8/8/5k2/8/4q3/6K1/2q5 b - - 3 65,c1g1
3k2nr/8/3p4/8/8/2K2p2/8/3q2qq b - - 1 43,g1d4
8/K7/8/8/P7/1Q6/2Q5/5k2 w - - 7 53,b3b1
2kr4/2b5/p1P5/6n1/8/Kpq5/8/4qq1q b - - 1 64,e1a1
2k5/ppp5/8/4K3/8/8/3q4/1qq5 b - - 15 58,d2d6
8/8/4Q3/2p5/5p2/3P4/1k5P/3Q2K1 w - - 0 48,e6b3
6k1/8/6pK/p7/7P/7q/8/1q1q4 b - - 1 45,h3h4 h3e3 d1h5 d1d2 d1c1
4q3/2p5/K7/8/8/8/2k5/1q6 b - - 5 67,e8a8 e8a4 b1b6
8/p7/4k3/4P3/5q2/3K4/r7/2q5 b - - 3 46,f4c4 f4e3 a2d2 c1c4 c1e3 c1a3 c1d2 c1c2
Q5Q1/7R/8/8/4B2B/4K2k/8/8 w - - 1 65,g8g3 g8g2 h4d8 h4e7 h4f6 h4g3 h4f2 h4e1
8/8/6Q1/5p2/5k2/2P3qQ/P4P1P/RN2R1K1 w - - 0 42,g6g3 h3g3
6k1/6P1/5q2/7K/8/8/8/5q2 b - - 7 60,f1f5 f1h3 f1f3 f1e2 f1d1
2Q2QQQ/B7/1P6/3p4/3Pk3/2P5/8/RN2KB1R w KQ - 1 42,h8e5 g8e6 c8e8 c8e6
1Q4rk/R1p4p/2q1pp2/5p2/3P4/4P3/6QP/1R4K1 b - - 0 31,c6g2
8/8/8/8/3Q1p2/k2P4/7P/3Q2K1 w - - 3 51,d1a4
7K/8/8/8/8/3k4/5q2/6q1 b - - 9 61,f2h4 f2h2
3rk2r/pQp3pp/4P3/5P2/2P5/1P1q4/P1q4P/6K1 b k - 11 34,d3d1
8/8/6k1/4q3/8/K7/8/1q6 b - - 3 66,e5a5 e5a1
3Q2Q1/8/7k/8/8/6R1/P4P2/K7 w - - 1 51,g8h8 g8g6 d8g5 d8h4 g3h3
3Q4/5k2/8/5P2/4P2P/3Q4/3K4/4B1N1 w - - 1 62,d3d7
7K/8/8/2k5/4q3/5q2/8/8 b - - 7 65,f3f8
5q2/8/8/k7/7K/8/8/6q1 b - - 11 75,f8h8 f8h6
5k2/8/4BP1p/3pN3/3P1q2/4q1PK/8/8 b - - 0 62,f4g3 e3g3
8/8/5p1p/4q3/8/3k4/K7/2q5 b - - 3 55,e5e6 e5d5 e5b2 c1b2
r2k4/1pp4p/3p4/4P3/4P1q1/2P5/2K3P1/q7 b - - 0 37,g4d1
3Q4/6k1/4Q3/7p/8/P3P1P1/4KP2/8 w - - 3 58,d8g8
2Q5/1Q6/3p4/3P4/5B2/k1p5/p1P5/2K5 w - - 2 44,c8a8 b7b3
2k5/6Q1/5Q2/1p6/p2PB3/2P5/PP6/7K w - - 4 59,g7b7 f6f8
7k/p7/p7/2q5/1q6/8/K7/8 b - - 5 52,c5a5
3K4/4p3/4q3/5qkp/8/8/8/8 b - - 11 59,e6d7
8/8/8/3N2p1/r5P1/k7/p4K2/qnq4q b - - 18 79,c1e1
2K5/8/8/8/8/4Q3/3Q3P/1k6 w - - 27 70,e3g1 e3e1
6Q1/8/3Q1p2/5k2/8/8/P4PPP/4R1K1 w - - 3 39,g2g4
6k1/6p1/4q3/6K1/6P1/7q/8/8 b - - 0 61,e6f6 e6g4 h3h6 h3g4
QK6/8/8/8/Q7/4k3/Q7/Q7 w - - 27 74,a8e4 a4e4 a4d4 a1d4 a1c3
8/1Q3p2/6kp/2pQ4/8/2P2KPP/1P6/8 w - - 5 48,b7f7
7K/3q1q2/8/4k3/8/8/8/8 b - - 11 68,f7f8 f7e8 f7h7 f7g7 d7e8 d7d8 d7c8 d7h3
5k2/Pp6/q3p3/8/3P4/2K5/8/1q6 b - - 4 44,a6d3
5rk1/6p1/5q2/7K/5q1P/8/8/8 b - - 0 46,f6f7 f6h6 f6f5 f4f5 f4h4 f4f3 g7g6
8/8/8/8/8/4q1k1/2K5/4q3 b - - 5 77,e3c3 e1c1
5K2/1q6/2q5/8/8/2b5/2k5/8 b - - 9 65,b7g7 c6c8
2r4k/6bP/4p3/4P1N1/2PP2P1/8/1qn1Q3/q2R1K1R w - - 0 32,g5f7
Q7/R5Q1/5p1p/4pk2/3p4/1P1P3P/2Pq1PP1/5RK1 w - - 1 39,g7g4
2Q5/4R2Q/8/8/5k2/8/6K1/8 w - - 1 62,c8f5 h7h6 h7f5 h7h4
8/8/8/7Q/3kp3/Q7/5P1K/8 w - - 5 58,h5c5
6Q1/8/8/4k3/8/5Q1P/7K/8 w - - 1 63,g8d5
K1R5/3P2pk/Rq6/q5b1/8/8/8/8 b - - 7 68,a5a6
5k2/6p1/8/2q5/8/1P6/P1PK4/5q2 b - - 1 44,c5d4
8/5pk1/6p1/8/K7/8/1q6/2q5 b - - 5 76,c1a1
1QQ5/P6k/4Q3/6P1/4P2P/8/8/R1B3K1 w - - 1 49,c8h8 c8g8 c8d7 c8c7 c8b7 b8c7 b8b7 e6g8 e6f7 e6h6
1Q2Q3/6P1/3B1K2/k7/8/8/8/8 w - - 1 55,e8b5 b8a7 b8b5
Q5B1/8/1k6/4N3/6p1/6Pp/3Q1P1P/2R3K1 w - - 1 54,d2a5 d2b4 d2b2
8/r5k1/8/2p4P/1p5K/1P2q3/8/3q4 b - - 3 55,d1d4
6k1/8/8/K7/8/8/1q6/2q5 b - - 9 54,c1a1
8/8/8/1Q6/4B3/2p5/k1N4K/5Q2 w - - 9 77,b5b1 e4d5 f1f7 f1c4 f1b1 f1a1
8/2K5/8/4Q3/7k/5P2/3Q2P1/8 w - - 15 86,e5g5 e5h2 d2d8 d2h6 d2g5 d2f4 d2d4 d2b4 d2f2 d2e1
2Q5/1Q6/8/8/8/8/5K2/k7 w - - 5 62,c8a8
q5k1/P4pp1/8/8/8/8/5K2/7q b - - 1 52,a8f3
3Q2N1/5p2/8/ppk5/8/1P3Q2/P4K1P/7B w - - 1 49,f3c3
6k1/Pp6/4q2p/K6P/P4q2/8/1r6/8 b - - 0 56,e6b6 e6a6 e6f5 e6e5 e6d5 e6e1 f4c7 f4g5 f4f5 f4e5 f4b4 f4d2
3Q4/2Q5/8/8/4k3/8/2P5/1K6 w - - 7 65,d8d3
2Q4B/3R4/7k/2Q5/8/6K1/8/8 w - - 13 53,c8c6 c8a6
6QQ/k4K2/8/1R1Q4/1PP5/8/1P6/8 w - - 5 59,g8a8 d5a8 d5b7
4r3/1k6/8/3K4/8/8/8/2q1q3 b - - 1 66,e8d8 e1e5 e1d2 e1d1
8/5p2/4p3/8/3q4/6k1/K7/3q4 b - - 17 67,d4a1
4K3/7q/1q6/8/8/8/2k5/8 b - - 9 62,b6b8
8/5K2/3q4/p1k1b3/8/8/8/1q6 b - - 1 71,b1g6
8/1p3Q2/5P2/4k1P1/4Bp2/8/5K2/3Q4 w - - 2 51,f7e8 f7e7 f7d5 d1d5
3k4/8/2P5/4Q3/2Q3P1/1P2P3/P7/6K1 w - - 3 48,c4g8
1Q6/8/4K3/8/2Q5/P3k3/8/8 w - - 1 71,b8f4
8/6K1/4q3/4pp2/5k2/8/8/7q b - - 5 68,h1h6
3QQ3/3Q1P2/8/1N6/1P5p/P6P/2k3P1/R1B1KB1R w KQ - 1 42,d7d3 d7d1
8/1k6/8/2Q5/Q7/8/P4PP1/6K1 w - - 21 47,a4a7
7k/8/3Q4/6N1/8/5N2/PPPK1P2/3RBQ2 w - - 5 39,d6f8
7Q/8/8/6Q1/2k5/1N2B3/P7/2K5 w - - 3 52,h8d4
Q7/4P1pp/8/1Q1R4/8/8/5PPP/2k3K1 w - - 1 43,a8c8 a8c6
2QQ1RQ1/7Q/8/8/6K1/8/4k3/8 w - - 7 68,g8e6 c8e6 h7e7 h7e4
8/8/P3k2p/3N4/2B1P2Q/4BN2/1PPQ1PPP/2KRR3 w - - 1 31,d5e7 d5c7 d5b6 d5f4 d5b4 d5c3 h4e7
5Q2/7k/5pp1/2Q4p/1B6/P3PP1P/5qPK/8 w - - 4 41,c5e7 c5c7 c5a7
6K1/2q5/5q2/7n/8/6p1/6k1/8 b - - 5 64,c7g7 c7f7 f6d8 f6g7
4QQ1Q/1B6/1R6/3R4/2k5/8/8/6K1 w - - 5 67,h8d4 f8c5 f8f4 f8b4 f8f1 e8c8 e8c6 e8b5 e8e4 e8a4 e8e2 b6b4
8/8/8/8/7K/5Q2/4Q2P/2k5 w - - 11 61,f3h1 f3f1
8/Q7/4k3/2Q5/3P4/8/1PP1PPPP/R1B1KBNR w KQ - 5 31,a7e7 c5e5 a1a6
8/1Qp5/8/4q1N1/2k5/2P2Q2/8/7K w - - 2 52,b7b4
r4k2/2p2p2/2p5/8/8/6q1/5q2/2K5 b - - 5 56,a8a1 g3g1
8/8/2K5/8/8/6Q1/6Q1/2k5 w - - 1 64,g3e1
7k/p5pp/8/3q4/6PK/7P/8/1q6 b - - 0 56,b1e1
2K4k/2Q2Q2/8/8/8/8/8/8 w - - 17 69,f7f8 f7e8 f7h7 f7g7 c7d8 c7e5 c7c3 c7h2
5k2/8/P5p1/K7/8/1q6/8/2q5 b - - 5 54,c1c7 c1g5 c1c5 c1c3 c1a3 c1d2 c1e1 c1a1
8/6Q1/8/kP1Q3p/7P/6K1/PPN1R3/8 w - - 9 58,g7a7
r7/7k/4K3/8/7P/6p1/6b1/q1qq1q2 b - - 0 58,a8e8 f1f6 c1e3 a1f6
8/8/1k3q2/1n2r1q1/8/8/7K/8 b - - 19 69,f6h8 f6h6
8/8/5Q1p/p7/3B4/PQ6/1P2kPPP/2RR2K1 w - - 5 39,f6e7 f6e6 f6a6 f6e5 f6f3 b3e6 b3b5 b3c4 b3f3 b3e3 b3d3 b3c2
6k1/1Q6/1Q6/8/5p2/5P2/1PP2P2/5K2 w - - 7 48,b6d8
8/8/2K5/2Q5/1Q6/8/8/k7 w - - 11 66,c5a7 c5a5
5k2/2N5/8/6Q1/5PP1/7K/4Q2P/8 w - - 1 50,e2e8 e2e7
8/5p2/8/4k1K1/2q5/3q4/8/8 b - - 7 69,d3g6
8/8/4Kbk1/8/8/8/8/6qq b - - 1 63,h1c6
7k/3QQ3/7p/1P5P/1P4p1/6P1/p1P5/2K5 w - - 0 42,e7f8 e7e8 e7d8 e7h7 e7g7 d7e8 d7d8 d7c8
