FEN,Move,Win Probability,FEN ID
r1bqkb1r/pp3ppp/2n1pn2/1Bpp4/3P1B2/4PN2/PPPN1PPP/R2QK2R b KQkq - 4 6,"['f6h5', 'c8d7', 'f8e7', 'd8b6', 'f8d6', 'a7a6', 'c5d4', 'c5c4', 'h7h6', 'g7g6', 'a7a5', 'f6d7', 'd8a5', 'd8e7', 'h7h5', 'f6e4', 'h8g8', 'f6g8', 'f6g4', 'd8d7', 'e6e5', 'e8e7', 'e8d7', 'g7g5', 'a8b8', 'b7b6', 'd8d6', 'd8c7']","[0.49907948104001076, 0.4944771046316658, 0.4926363724400336, 0.48803552438333736, 0.48343670268785593, 0.4825172499538834, 0.4815979155878063, 0.4724124461074959, 0.4705773918729125, 0.45227865991833244, 0.4513666864926168, 0.4468118376315084, 0.4431743390334964, 0.4223883025523238, 0.4205926555346196, 0.41879910735532644, 0.4179031343602754, 0.4179031343602754, 0.415218486764101, 0.32864420511660863, 0.3237883625149461, 0.3102370382643316, 0.3102370382643316, 0.30086202940252793, 0.09317031936972209, 0.07431475154930411, 0.07206698462118566, 0.04116311434515019]",BEF7LK
8/8/3b1kp1/4p2p/2Q1K3/2P1P3/5P1P/8 w - - 2 48,"['c4c6', 'c4a6', 'c4b5', 'c4a4', 'c4d3', 'c4b3', 'c4d5', 'h2h3', 'c4a2', 'c4g8', 'f2f3', 'c4c8', 'e4d5', 'c4e2', 'h2h4', 'c4f1', 'f2f4', 'e4d3', 'e4f3', 'c4b4', 'c4d4', 'c4c5', 'c4f7', 'c4c7', 'c4e6']","[0.9670783633751769, 0.9641457207342096, 0.9553613922111476, 0.9553613922111476, 0.9537645386146766, 0.9536018956356055, 0.952448065977818, 0.9521134241853771, 0.9519452657024147, 0.9504064127523579, 0.9491773528596615, 0.9489994363478353, 0.9481009805883831, 0.9473714646201228, 0.9470030846724865, 0.9460714585480221, 0.9369655220668455, 0.9305950739214279, 0.9196452624848273, 0.8791750393023381, 0.2924118006869085, 0.2803729359815208, 0.2759371730995885, 0.23206706534704952, 0.2154451591425247]",LA8YMP
rn3rk1/1pq2ppp/p2bpn2/7b/4P3/2N2NPP/PP1Q1PBK/R1B2R2 b - - 2 13,"['b8c6', 'f8d8', 'b8d7', 'h5f3', 'f8c8', 'd6b4', 'd6e7', 'f6d7', 'd6c5', 'f8e8', 'e6e5', 'h7h6', 'c7c5', 'c7c4', 'f6e8', 'c7c6', 'c7d8', 'g8h8', 'h5g6', 'a6a5', 'c7b6', 'd6e5', 'a8a7', 'c7d7', 'g7g6', 'h5g4', 'd6a3', 'f6g4', 'b7b5', 'f6e4', 'd6g3', 'c7a5', 'c7e7', 'b7b6', 'c7c8', 'f6d5', 'd6f4', 'c7c3', 'g7g5']","[0.5667962794387497, 0.5550076484124536, 0.5229967635676993, 0.5128844269647328, 0.5119644756166626, 0.5073636275599663, 0.5046024700028845, 0.5009205189599892, 0.49631798655933523, 0.49631798655933523, 0.4733302559691369, 0.44954372531791664, 0.4477221183422858, 0.4477221183422858, 0.4377296159574105, 0.4214902195015801, 0.41611281849809095, 0.4054188880512549, 0.4045316164166957, 0.3808281678856246, 0.32137451728153066, 0.28560262776338907, 0.28410246577959375, 0.2628936897689216, 0.26004961055879766, 0.20266286491422758, 0.19102319886093233, 0.18651254549806995, 0.1777384739863237, 0.1772009855540524, 0.17242090445576874, 0.1636713177029654, 0.1621648870000681, 0.16116682502020485, 0.1500435305626528, 0.12681590743681204, 0.11734875537361839, 0.11101893141984764, 0.1012444276691743]",6S6U79
1k1r1r2/ppq5/8/3p1pp1/1P1P2p1/PQP5/1K2RP2/3R4 w - - 0 25,"['e2e5', 'd1e1', 'b3c2', 'd1g1', 'd1f1', 'a3a4', 'd1c1', 'd1h1', 'e2e3', 'b3a4', 'b4b5', 'd1d2', 'd1a1', 'd1b1', 'e2e1', 'd1d3', 'e2e6', 'e2d2', 'b3a2', 'e2c2', 'b2a2', 'b2b1', 'b2a1', 'c3c4', 'b2c2', 'b2c1', 'f2f3', 'f2f4', 'b3d5', 'e2e7', 'b3c4', 'e2e8', 'e2e4']","[0.43501278527292314, 0.40010471851325186, 0.3869241464463639, 0.37390714490240246, 0.3696073624137258, 0.3696073624137258, 0.3627707844161063, 0.35010232921435797, 0.3475931508498015, 0.3467586268993149, 0.3426002061577233, 0.34177138985111283, 0.34177138985111283, 0.3359969188321382, 0.3359969188321382, 0.32540282907907503, 0.316575437139995, 0.31102551666780703, 0.3086633877322417, 0.28861716692764805, 0.2878617610188755, 0.2818611582905738, 0.2818611582905738, 0.2796306260994816, 0.2708173738774771, 0.25302724901334644, 0.1533603059112063, 0.1463255076659773, 0.09010559942406182, 0.08683957548832155, 0.07610740636397961, 0.07559120864726726, 0.07330789078382272]",8L9CXT
r2qkbnr/3npppp/b2p4/2pP4/4P3/2N5/PP3PPP/R1BQKBNR b KQkq - 0 7,"['a6f1', 'g8f6', 'g7g6', 'd8a5', 'd8b6', 'd8c8', 'd8b8', 'd8c7', 'a6b7', 'c5c4', 'h7h5', 'a6c8', 'a8a7', 'h7h6', 'd7b8', 'g8h6', 'd7b6', 'd7e5', 'e7e6', 'e7e5', 'd7f6', 'g7g5', 'f7f6', 'f7f5', 'a8b8', 'a6e2', 'a6c4', 'a6d3', 'a8c8', 'a6b5']","[0.4513666864926168, 0.3939345129435846, 0.3869241464463639, 0.37563269360828333, 0.3721847977876407, 0.37132483661091226, 0.36447485800156987, 0.36192003565750486, 0.34094353873508304, 0.3376418641828339, 0.33681889732873044, 0.32783231450251976, 0.32702145260719145, 0.3237883625149461, 0.30944966094531423, 0.30319063909252536, 0.2924118006869085, 0.2848519525637597, 0.28335416965958693, 0.27154510710718377, 0.25442163783820854, 0.24476757181231845, 0.24205519274435705, 0.21669252059239175, 0.09071118696593633, 0.08035473751517275, 0.07820468799769881, 0.07330789078382272, 0.072561005162597, 0.06005764149544496]",L2APZ5
8/8/8/2p5/2Pb4/3k4/5B2/5K2 b - - 0 50,"['d4f2', 'd3c4', 'd4e3', 'd4h8', 'd3e4', 'd3d2', 'd4f6', 'd3c2', 'd3c3', 'd4g7', 'd4e5', 'd4a1', 'd4b2', 'd4c3']","[0.910496343170818, 0.7497463301445308, 0.5064432832995209, 0.5046024700028845, 0.5036820134406647, 0.5036820134406647, 0.5027615319200139, 0.5027615319200139, 0.5027615319200139, 0.5027615319200139, 0.5018410316799476, 0.5018410316799476, 0.5018410316799476, 0.5018410316799476]",GILS8P
r1bqk2r/pp2pp2/5p1b/3P4/1n1P3p/2N2N1P/PP3PP1/R2QKB1R w KQkq - 1 11,"['d1a4', 'f1c4', 'd1b3', 'f1b5', 'f3h4', 'f1d3', 'g2g3', 'd5d6', 'a2a4', 'a1b1', 'f1e2', 'g2g4', 'a2a3', 'd1b1', 'f3h2', 'd1e2', 'h1g1', 'f3g5', 'f3e5', 'f3g1', 'c3b1', 'b2b3', 'f3d2', 'c3a4', 'c3e4', 'h1h2', 'c3e2', 'e1e2', 'c3b5', 'a1c1', 'f1a6', 'd1d3', 'd1c1', 'd1d2', 'd1c2']","[0.8363286822970346, 0.6881849068891515, 0.6729785473928086, 0.6380799643424951, 0.545896437602999, 0.5394998785122574, 0.5266697440308632, 0.5229967635676993, 0.5174827500461167, 0.5174827500461167, 0.5092041601288086, 0.5027615319200139, 0.4852759384118717, 0.45319095389262815, 0.4513666864926168, 0.44499235158754635, 0.4377296159574105, 0.4368235823566406, 0.43501278527292314, 0.4286889425850106, 0.4214902195015801, 0.4071952805672289, 0.40364496835363256, 0.4027589492090241, 0.392177699072727, 0.3904236728688792, 0.3904236728688792, 0.3851787270047305, 0.3475931508498015, 0.3229826967382582, 0.21983373956127034, 0.11433191756669464, 0.09892308421915808, 0.09473750066487285, 0.04058571893540408]",AXKYT6
8/8/p7/1p2k1p1/P1p5/4K3/1P6/8 w - - 1 48,"['a4a5', 'e3f3', 'e3e2', 'e3f2', 'a4b5', 'e3d2', 'b2b3', 'b2b4']","[0.10993341208440888, 0.10225400583383587, 0.0992517799624475, 0.09892308421915808, 0.09664924125145591, 0.09473750066487285, 0.08654803604674943, 0.07900471664273123]",Y7NT3O
rnb1kb1r/ppp4p/4pnp1/5p2/8/8/PPPP1PPP/RNB1KBNR w KQkq - 0 8,"['b2b3', 'g1f3', 'd2d4', 'b1a3', 'f1b5', 'f1c4', 'a2a4', 'c2c3', 'f2f4', 'b1c3', 'd2d3', 'h2h4', 'f2f3', 'f1e2', 'a2a3', 'h2h3', 'g1e2', 'g2g3', 'f1d3', 'e1d1', 'g1h3', 'b2b4', 'c2c4', 'e1e2', 'g2g4', 'f1a6']","[0.49079583987119135, 0.4825172499538834, 0.47700323643230064, 0.4669097177008696, 0.4559296988800415, 0.454103562397001, 0.4468118376315084, 0.44408315815517135, 0.44408315815517135, 0.4431743390334964, 0.4332037205612503, 0.4332037205612503, 0.4322998523826144, 0.43139643471891215, 0.43139643471891215, 0.4277873846879599, 0.4259857125367345, 0.41611281849809095, 0.41611281849809095, 0.4143247132264411, 0.38954771790854137, 0.38605107056395144, 0.3825661400242328, 0.36874985869153015, 0.33271896373429855, 0.09991208792971568]",W6ED6I
4r3/pb3k2/1p1p4/2p2p2/P1PN4/1P3BP1/5K1P/8 w - - 0 38,"['d4f5', 'f3h5', 'd4b5', 'd4c2', 'd4c6', 'd4e2', 'f3d5', 'd4e6', 'f3b7', 'a4a5', 'f3c6', 'f3g2', 'f3e2', 'f3d1', 'h2h4', 'f2f1', 'b3b4', 'h2h3', 'f2g2', 'f2g1', 'f3h1', 'g3g4', 'f3e4', 'f3g4']","[0.5027615319200139, 0.5, 0.454103562397001, 0.2551207276169529, 0.2509451617398634, 0.2502536698554691, 0.1956167070159846, 0.17506378427288877, 0.16620701810552085, 0.16017373139259594, 0.15820240791194307, 0.15673687957968802, 0.15576601396962686, 0.14957455800426844, 0.14864023737321475, 0.1458661617291349, 0.14358734593333494, 0.14358734593333494, 0.1360603758040403, 0.12681590743681204, 0.1223982532701347, 0.11965646568318677, 0.10779026169080513, 0.09410781540650409]",1MVR2N
r1bq1rk1/1p2ppbp/p1np1np1/6B1/1P1P4/P2BPN2/3N1PPP/R2Q1RK1 b - - 0 12,"['c8d7', 'h7h6', 'f6d5', 'c6a7', 'b7b5', 'c8e6', 'd8b6', 'f6d7', 'a8b8', 'c6b8', 'f8e8', 'f6h5', 'b7b6', 'e7e5', 'f6g4', 'c8g4', 'c8f5', 'f6e8', 'e7e6', 'd8c7', 'g8h8', 'd8e8', 'd8d7', 'a8a7', 'd6d5', 'a6a5', 'g7h8', 'h7h5', 'c6d4', 'c6e5', 'c6b4', 'c6a5', 'c8h3', 'f6e4', 'g7h6', 'd8a5']","[0.4917160780856239, 0.49079583987119135, 0.4843562675785791, 0.4815979155878063, 0.4705773918729125, 0.467826316589383, 0.4659933421436654, 0.46324561670945996, 0.45958548047804854, 0.4586711116420767, 0.45775702105393146, 0.4504550396254112, 0.44954372531791664, 0.44954372531791664, 0.4486327495624493, 0.4477221183422858, 0.44590191339485113, 0.44499235158754635, 0.4431743390334964, 0.4404501867400794, 0.4386360651319824, 0.4368235823566406, 0.43501278527292314, 0.4341080334601539, 0.4241860033205554, 0.4179031343602754, 0.415218486764101, 0.4054188880512549, 0.21173437828081765, 0.2111204806304472, 0.17881728296347305, 0.16877407540701395, 0.15051371328484564, 0.1463255076659773, 0.09697119469294446, 0.04309441347327758]",IHGIDM
2kr2nr/ppp2p2/3p4/1B2n1p1/4Pp2/P2P4/1PP1N1P1/R1B2KQq w - - 5 19,"['c1d2', 'b2b3', 'b2b4', 'g1h1', 'd3d4', 'b5a4', 'a3a4', 'b5c4', 'e2d4', 'c1f4', 'a1b1', 'e2c3', 'e2g3', 'f1f2', 'f1e1', 'c2c3', 'a1a2', 'e2f4', 'c2c4', 'g2g3', 'c1e3', 'g2g4', 'b5c6', 'b5d7', 'b5a6', 'b5e8']","[0.1347671251678204, 0.13391073492623923, 0.12722419810075325, 0.1260026858061437, 0.1223982532701347, 0.11811367252912824, 0.11734875537361839, 0.11620943498073888, 0.1139595988024229, 0.1135883369859218, 0.1135883369859218, 0.11248087332490314, 0.11174781242532256, 0.11029421425487995, 0.10743666150648551, 0.10638197729176951, 0.1049899270693318, 0.1049899270693318, 0.09958144717646433, 0.09859535787713025, 0.08801463783567065, 0.08453196045763806, 0.07610740636397961, 0.07584890441805336, 0.07584890441805336, 0.06799152265130198]",DJSSHN
r1bqk2r/pp3ppp/2n1pn2/8/2PpN3/1P3N2/P2QPPPP/R3KB1R w KQkq - 1 10,"['e4f6', 'e4g3', 'f3g5', 'd2c2', 'd2d3', 'd2f4', 'e4c5', 'e4g5', 'd2g5', 'e4c3', 'e1c1', 'b3b4', 'g2g4', 'g2g3', 'e2e3', 'e4d6', 'd2b2', 'f3e5', 'a2a3', 'a1d1', 'a1b1', 'c4c5', 'd2d1', 'h1g1', 'h2h3', 'a1c1', 'd2c1', 'f3d4', 'h2h4', 'a2a4', 'd2d4', 'e1d1', 'f3h4', 'd2h6', 'd2c3', 'f3g1', 'd2b4', 'd2e3', 'd2a5']","[0.454103562397001, 0.4395429240174578, 0.38430712075371815, 0.3294571208942188, 0.3237883625149461, 0.31737261263958383, 0.31498431756230216, 0.22109934903954387, 0.1596790445050985, 0.14678605153511798, 0.12681590743681204, 0.11849774804133456, 0.11545523538360414, 0.11284897623993229, 0.10921491048911158, 0.10921491048911158, 0.1085005324218955, 0.10814488465274963, 0.10673252134178429, 0.10191649247758733, 0.0992517799624475, 0.0992517799624475, 0.09568910197471286, 0.09442218785969808, 0.09254998565401296, 0.08831063994889787, 0.08742532159410737, 0.08713200331229709, 0.08283792298901071, 0.07847053699808193, 0.07060348244255998, 0.070362251071588, 0.05208049726347597, 0.04234157258354487, 0.04189591869906967, 0.03848883713867102, 0.035474376208262826, 0.027538286306976523, 0.02360098502907476]",5Y8DBL
r4rk1/3q1ppp/p1p2n2/2bp4/8/2N5/PPP2PPP/R1BQR1K1 w - - 0 14,"['c3a4', 'c1f4', 'h2h3', 'd1f3', 'e1f1', 'e1e2', 'a1b1', 'b2b3', 'a2a3', 'd1d3', 'a2a4', 'c1d2', 'd1d2', 'h2h4', 'c1g5', 'b2b4', 'g2g3', 'd1e2', 'c3e2', 'c3b1', 'g1h1', 'e1e3', 'g1f1', 'e1e5', 'c3e4', 'g2g4', 'c1e3', 'c1h6', 'c3d5', 'c3b5', 'e1e4', 'e1e7', 'e1e6', 'e1e8', 'd1d5', 'd1h5', 'd1d4', 'd1g4']","[0.4650771960458313, 0.4359179701815651, 0.4295909740554304, 0.4196956162806843, 0.415218486764101, 0.4054188880512549, 0.4018735643137257, 0.40010471851325186, 0.39305576011188204, 0.38867247514924735, 0.3696073624137258, 0.3678931833857318, 0.3534608279851336, 0.34926500611173045, 0.3450924067173986, 0.32137451728153066, 0.3126057645251697, 0.3055293955493827, 0.29546848557860633, 0.2931742312343752, 0.26864154452347183, 0.25442163783820854, 0.2509451617398634, 0.23206706534704952, 0.18819434981303984, 0.18595452438873583, 0.16825814846895443, 0.15145771517415685, 0.14678605153511798, 0.11965646568318677, 0.10603244788021299, 0.08831063994889787, 0.08801463783567065, 0.07662683689656646, 0.06729486861836093, 0.06260093933963423, 0.06260093933963423, 0.04839273471263267]",GQMA21
rnbqkb1r/ppp2ppp/5n2/3Pp3/2P5/3P4/PP3PPP/RNBQKBNR b KQkq - 0 4,"['c7c6', 'f8b4', 'f8c5', 'f8d6', 'h7h6', 'c8f5', 'f8e7', 'a7a5', 'a7a6', 'c8d7', 'd8d6', 'g7g6', 'b7b5', 'b8a6', 'b8d7', 'b7b6', 'h7h5', 'c8g4', 'f6g8', 'd8d7', 'd8e7', 'f6d7', 'f6g4', 'e5e4', 'h8g8', 'c7c5', 'e8e7', 'e8d7', 'g7g5', 'f6d5', 'b8c6', 'c8e6', 'f8a3', 'f6h5', 'c8h3', 'f6e4', 'd8d5']","[0.49631798655933523, 0.46141502858974687, 0.46141502858974687, 0.44499235158754635, 0.43501278527292314, 0.43139643471891215, 0.43139643471891215, 0.4286889425850106, 0.415218486764101, 0.4071952805672289, 0.40364496835363256, 0.4018735643137257, 0.40010471851325186, 0.39745633901469424, 0.3939345129435846, 0.39305576011188204, 0.39130033495471916, 0.38430712075371815, 0.3602211364871788, 0.35683385498256776, 0.34926500611173045, 0.34926500611173045, 0.3392907477206131, 0.33517593247566096, 0.3157793377114481, 0.30163710052985643, 0.2916505347851929, 0.2863544891065115, 0.2708173738774771, 0.20206852665869057, 0.17881728296347305, 0.12969757635818585, 0.1284558117032647, 0.11849774804133456, 0.11773067562385076, 0.10259250923752877, 0.06893079617403686]",WXDWXG
8/K7/6k1/8/3r2p1/1Pr4p/P3R3/8 b - - 1 48,"['g4g3', 'g6f5', 'g6f6', 'd4d5', 'd4d6', 'c3c7', 'c3c6', 'd4d3', 'd4b4', 'g6g5', 'c3d3', 'g6h5', 'g6g7', 'd4d1', 'd4d8', 'g6h6', 'c3c5', 'g6h7', 'c3c1', 'g6f7', 'd4d7', 'c3c8', 'c3g3', 'd4f4', 'c3f3', 'd4c4', 'c3e3', 'h3h2', 'c3c2', 'd4d2', 'd4a4', 'c3b3', 'c3c4', 'd4e4']","[0.9575088717717148, 0.9561399730410527, 0.954249218538664, 0.952448065977818, 0.9497075839757998, 0.9491773528596615, 0.9473714646201228, 0.9460714585480221, 0.9456945006541881, 0.9451244044725028, 0.9445486743764404, 0.9441617005279994, 0.9433801190586649, 0.9425882628426288, 0.9417860155204972, 0.941583816368384, 0.9391055270025882, 0.9386830333890033, 0.9378298153116633, 0.9373990606603658, 0.9371826403057347, 0.9367477040415197, 0.9363099610090452, 0.9276863940933961, 0.9204577812176484, 0.9020571948855387, 0.8967275055826844, 0.8957000510572336, 0.8943160689326426, 0.8878861806133279, 0.8867818698711389, 0.8860404011975771, 0.8791750393023381, 0.8787833592032835]",R5HA5K
6k1/R1N2pp1/7p/2P5/2r5/7P/1r4P1/6K1 b - - 0 31,"['c4c5', 'c4c2', 'c4c1', 'b2d2', 'b2b1', 'c4c3', 'h6h5', 'g8h7', 'b2e2', 'b2b8', 'b2c2', 'g8h8', 'b2b3', 'g7g5', 'c4d4', 'g7g6', 'c4e4', 'b2b4', 'g8f8', 'f7f5', 'f7f6', 'c4f4', 'c4h4', 'c4b4', 'b2g2', 'b2f2', 'b2a2', 'b2b5', 'b2b7', 'c4g4', 'c4a4', 'b2b6']","[0.903671757298256, 0.893967552119787, 0.8918551153472504, 0.8643718654361714, 0.854133838270865, 0.8427758429925688, 0.838334765669829, 0.8337929818944791, 0.8332820836373895, 0.8291496060284106, 0.8254673326201856, 0.821182717036527, 0.8206413947214363, 0.8173665575867681, 0.8140454756112642, 0.8084071495958991, 0.8072639602536954, 0.8002958035833291, 0.7826818427327367, 0.765297821079766, 0.7121382389811245, 0.7098684931758285, 0.6139489294360486, 0.5758139966794447, 0.5027615319200139, 0.2848519525637597, 0.2818611582905738, 0.27373565145955325, 0.27373565145955325, 0.17294694147710776, 0.16774348040130993, 0.08860754082683975]",V3EHHG
r2q1rk1/pbp1npbp/1pn1p1p1/1B1pP3/3P4/P1N2N2/1PP2PPP/R1BQ1RK1 w - - 6 10,"['c3e2', 'f1e1', 'c1g5', 'b5c6', 'h2h4', 'c1f4', 'h2h3', 'b5a4', 'c1e3', 'a1b1', 'b2b4', 'c3a2', 'd1e1', 'a3a4', 'c3b1', 'g1h1', 'b5d3', 'c1d2', 'd1e2', 'c3a4', 'b2b3', 'a1a2', 'f3g5', 'd1d3', 'g2g3', 'b5e2', 'g2g4', 'f3h4', 'd1d2', 'f3e1', 'f3d2', 'c3d5', 'c1h6', 'b5c4', 'b5a6', 'c3e4']","[0.6252304785769166, 0.6104522820914586, 0.6095763271311208, 0.5945811119487451, 0.5901355884591462, 0.5874611371519987, 0.5767131009559461, 0.5749143902876699, 0.5695065266470701, 0.5667962794387497, 0.5640820298184349, 0.5577340998516674, 0.5531881623684916, 0.5522778816577142, 0.5522778816577142, 0.5513672504375507, 0.5513672504375507, 0.5495449603745888, 0.5477213400816676, 0.5431567852197504, 0.5431567852197504, 0.5431567852197504, 0.53675438329054, 0.5303398401818216, 0.5266697440308632, 0.5156437324214209, 0.5119644756166626, 0.5092041601288086, 0.5073636275599663, 0.5055228953683342, 0.2454488673960863, 0.2400343786012863, 0.16116682502020485, 0.15383900101915987, 0.15288283121406654, 0.11470529526403384]",SW0PO8
rnb1kbnr/ppp1pppp/8/q7/8/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 4,"['g7g6', 'c7c6', 'g8f6', 'c8g4', 'c8f5', 'e7e6', 'b8d7', 'a7a6', 'b8c6', 'c7c5', 'c8d7', 'e7e5', 'a5b6', 'c8e6', 'h7h6', 'g8h6', 'a5h5', 'a5b4', 'b8a6', 'h7h5', 'a5f5', 'a5c5', 'g7g5', 'e8d8', 'e8d7', 'f7f6', 'f7f5', 'b7b5', 'b7b6', 'c8h3', 'a5c3', 'a5a6', 'a5a4', 'a5g5', 'a5a2', 'a5e5', 'a5a3', 'a5d5', 'a5b5']","[0.44226590014833245, 0.4368235823566406, 0.4304934733529298, 0.4268863060981179, 0.42508560971233006, 0.4214902195015801, 0.41879910735532644, 0.41253886284800134, 0.41253886284800134, 0.39922126818820586, 0.39922126818820586, 0.38605107056395144, 0.3851787270047305, 0.37909324354871493, 0.3773614059219311, 0.36874985869153015, 0.3636223933562701, 0.3636223933562701, 0.36107015153620403, 0.36107015153620403, 0.3509405771225878, 0.3475931508498015, 0.32702145260719145, 0.32137451728153066, 0.31498431756230216, 0.31181509311084854, 0.26432321070506637, 0.2509451617398634, 0.1876324575456314, 0.1364937770513217, 0.06729486861836093, 0.06260093933963423, 0.03315690346620226, 0.03054677475132911, 0.03011361794122508, 0.029369874567662713, 0.029056608017509422, 0.024115477688830378, 0.02309720904364143]",CWYBSY
r1q1k2r/1pp1bppp/p3p3/4P3/2B1bB2/1Q2P3/PP3PPP/2R2RK1 b kq - 1 13,"['c7c5', 'b7b5', 'e8g8', 'g7g5', 'c8b8', 'h7h6', 'a6a5', 'h7h5', 'e4c6', 'c7c6', 'e4g6', 'e4f5', 'e7d8', 'e7h4', 'a8a7', 'a8b8', 'c8d8', 'c8d7', 'e7f8', 'e8f8', 'h8g8', 'e8d7', 'e8d8', 'b7b6', 'g7g6', 'e7c5', 'h8f8', 'e4d5', 'e4g2', 'e4f3', 'e7d6', 'e4b1', 'e4c2', 'e4d3', 'e7g5', 'e7b4', 'e7f6', 'f7f5', 'e7a3', 'f7f6']","[0.5513672504375507, 0.5422429789460687, 0.5229967635676993, 0.5174827500461167, 0.5128844269647328, 0.5082839219143761, 0.4944771046316658, 0.4944771046316658, 0.49079583987119135, 0.4705773918729125, 0.4705773918729125, 0.4659933421436654, 0.4659933421436654, 0.46416128552924907, 0.4559296988800415, 0.4513666864926168, 0.4477221183422858, 0.4368235823566406, 0.41611281849809095, 0.41253886284800134, 0.39305576011188204, 0.38605107056395144, 0.38430712075371815, 0.3825661400242328, 0.36703734109527436, 0.3636223933562701, 0.35937299492456853, 0.35683385498256776, 0.17189613488694255, 0.14495105737956576, 0.1309495413845757, 0.1301137622360911, 0.11321813012886112, 0.11138285043817636, 0.11029421425487995, 0.10638197729176951, 0.10395646446270596, 0.09473750066487285, 0.09010559942406182, 0.0889053425473339]",J7CYKX
r2qb1r1/1p2bppk/p1p1p2p/2P1P2P/3P1QP1/2R2NN1/PP3P2/5RK1 b - - 2 24,"['a6a5', 'b7b6', 'd8d5', 'a8b8', 'f7f6', 'a8a7', 'd8d7', 'b7b5', 'a8c8', 'd8a5', 'd8c7', 'h7h8', 'g8f8', 'f7f5', 'g7g6', 'e7f8', 'd8b8', 'e8d7', 'e7h4', 'g7g5', 'd8c8', 'g8h8', 'e7g5', 'e7c5', 'e7f6', 'e7d6', 'd8d4', 'd8b6', 'd8d6']","[0.28710753429786423, 0.28335416965958693, 0.2803729359815208, 0.2796306260994816, 0.2730042477661579, 0.27227406568891394, 0.2708173738774771, 0.26575770228885515, 0.2614691522497748, 0.2614691522497748, 0.2593417169297452, 0.2579296914716822, 0.2551207276169529, 0.2537238112045824, 0.25302724901334644, 0.2509451617398634, 0.2488744990616516, 0.23936334447111163, 0.2373579657373579, 0.2373579657373579, 0.23470217892023404, 0.21920288905293317, 0.19852984077617208, 0.11849774804133456, 0.10429994894276634, 0.08801463783567065, 0.04976742674428336, 0.045430352894413106, 0.026856386991713777]",MDJY52
6nr/pQ2bk1p/n1p2pp1/4q3/4P3/8/PPPP1PPP/RNB1K2R w KQ - 3 14,"['b7a6', 'b7b3', 'b1c3', 'd2d3', 'e1g1', 'b7c6', 'e1d1', 'e1f1', 'f2f3', 'b1a3', 'h2h3', 'd2d4', 'h2h4', 'h1g1', 'e1e2', 'b7a7', 'b7c8', 'b7a8', 'b7d7', 'c2c3', 'a2a3', 'h1f1', 'a2a4', 'f2f4', 'b2b4', 'b2b3', 'c2c4', 'b7e7', 'g2g4', 'g2g3', 'b7b6', 'b7b5', 'b7b8', 'b7b4', 'b7c7']","[0.8871510237600677, 0.8795656272368988, 0.8723663888643881, 0.8677882443397813, 0.8660892650737607, 0.8373342157114151, 0.8038032652913998, 0.7888795193695529, 0.7864161013518403, 0.7801662604387296, 0.7711976913496135, 0.7599656213987137, 0.7225890732124075, 0.7143973722366109, 0.7075881993130916, 0.676211637485054, 0.6656440579806581, 0.6540749558280547, 0.6540749558280547, 0.6329626589047256, 0.6278152022123592, 0.5776116974476763, 0.5, 0.4981589683200522, 0.4504550396254112, 0.4295909740554304, 0.3904236728688792, 0.21920288905293317, 0.1417856942140951, 0.13867824357894337, 0.11926914267573452, 0.11029421425487995, 0.09505375590046167, 0.08920404718859543, 0.08742532159410737]",W1A2KL
r6q/1kp3p1/p2b3p/1p6/3Q1PP1/PP2B2P/8/3R2K1 w - - 8 35,"['d4d5', 'd4e4', 'g1f2', 'd1d3', 'f4f5', 'e3f2', 'a3a4', 'g1f1', 'd1c1', 'g1g2', 'h3h4', 'd1a1', 'd1d2', 'b3b4', 'd1f1', 'e3c1', 'd1e1', 'd4d3', 'd4b2', 'e3d2', 'd4c3', 'd4d2', 'd4a1', 'd1b1', 'g4g5', 'g1h2', 'g1h1', 'd4d6', 'd4b6', 'd4c5', 'd4a7', 'd4e5', 'd4a4', 'd4b4', 'd4c4', 'd4f6', 'd4g7']","[0.7218503805722687, 0.705297423779081, 0.648220254322344, 0.603425129353426, 0.5928047194327711, 0.5749143902876699, 0.5704090259445697, 0.5586421525846197, 0.5577340998516674, 0.5550076484124536, 0.5477213400816676, 0.5449835205954683, 0.5422429789460687, 0.5413288883579234, 0.5358387144707508, 0.5257517538936253, 0.522078114090291, 0.5165632973121441, 0.5138042910293155, 0.511044443209752, 0.5101243359708437, 0.5101243359708437, 0.5092041601288086, 0.5073636275599663, 0.5, 0.497238468079986, 0.48711557303526726, 0.14268414971333432, 0.13867824357894337, 0.09410781540650409, 0.09101535279101453, 0.08980417354795867, 0.08713200331229709, 0.08683957548832155, 0.07507822752621851, 0.0715760679645217, 0.0701217817312833]",1N3TQ1
